step,size,trial,role,start_ns,end_ns,wait_ns,work_ns,handoff_ns,epilogue_ns,start_cycles,end_cycles,sm_id,tile_m,tile_n,cta,cluster,cta_rank,tile_ordinal,consumer,elapsed_ns,unmeasured_ns
8,2048,1,tma,1789333573911260000,1789333573911270944,8800,1184,0,0,170620771972377,170620771983550,10,12,13,88,88,0,1,0,10944,960
8,2048,1,tma,1789333573911249600,1789333573911259872,7904,1120,0,0,170620771962099,170620771972246,11,1,11,89,89,0,0,0,10272,1248
8,2048,1,tma,1789333573911260000,1789333573911270944,8640,1088,0,0,170620771972383,170620771983533,11,13,13,89,89,0,1,0,10944,1216
8,2048,1,tma,1789333573911249600,1789333573911259904,8032,1152,0,0,170620771962109,170620771972279,26,2,11,90,90,0,0,0,10304,1120
8,2048,1,tma,1789333573911260032,1789333573911270944,8800,1216,0,0,170620771972413,170620771983549,26,14,13,90,90,0,1,0,10912,896
8,2048,1,tma,1789333573911249600,1789333573911259936,8160,1280,0,0,170620771962116,170620771972308,27,3,11,91,91,0,0,0,10336,896
8,2048,1,tma,1789333573911260064,1789333573911271008,8896,1152,0,0,170620771972442,170620771983602,27,15,13,91,91,0,1,0,10944,896
8,2048,1,tma,1789333573911249632,1789333573911259840,7936,1152,0,0,170620771962116,170620771972203,42,4,11,92,92,0,0,0,10208,1120
8,2048,1,tma,1789333573911259968,1789333573911270688,8640,1088,0,0,170620771972340,170620771983302,42,8,14,92,92,0,1,0,10720,992
8,2048,1,tma,1789333573911249632,1789333573911259840,8064,1216,0,0,170620771962117,170620771972196,43,5,11,93,93,0,0,0,10208,928
8,2048,1,tma,1789333573911259968,1789333573911270816,8480,1088,0,0,170620771972332,170620771983403,43,9,14,93,93,0,1,0,10848,1280
8,2048,1,tma,1789333573911249632,1789333573911259904,8032,1280,0,0,170620771962129,170620771972270,58,6,11,94,94,0,0,0,10272,960
8,2048,1,tma,1789333573911260032,1789333573911270912,8672,1152,0,0,170620771972405,170620771983496,58,10,14,94,94,0,1,0,10880,1056
8,2048,1,tma,1789333573911249632,1789333573911259904,7872,1024,0,0,170620771962134,170620771972276,59,7,11,95,95,0,0,0,10272,1376
